1,0,150
2,0,120
3,0,120
4,0,120
5,0,150
6,0,150
7,0,120
8,0,120
9,0,120
10,0,150
11,0,150
12,0,120
13,0,120
14,0,120
15,0,150
16,0,150
17,0,120
18,0,120
19,0,120
20,0,150
21,0,150
22,1,120
23,0,120
24,0,120
25,0,150
26,0,150
27,0,120
28,0,120
29,0,120
30,0,150
31,0,150
32,0,120
33,0,120
34,0,120
35,0,150
36,0,150
37,0,120
38,0,120
39,0,120
40,0,150
41,0,150
42,0,120
43,0,120
44,0,120
45,0,150
46,0,150
47,0,120
48,0,120
49,0,120
50,0,150
51,0,120
52,1,100
53,0,100
54,0,100
55,0,120
1,0,150
2,0,120
3,0,120
4,0,120
5,0,120
6,0,120
7,0,120
8,0,120
9,0,120
10,0,120
11,0,120
12,0,120
13,0,120
14,0,120
15,0,150
16,0,150
17,0,120
18,0,120
19,0,120
20,0,120
21,0,120
22,0,120
23,0,120
24,0,120
25,0,120
26,0,120
27,0,120
28,0,120
29,0,120
30,0,150
31,0,120
32,0,100
33,0,100
34,0,100
35,0,100
36,0,100
37,0,100
38,0,100
39,0,100
40,0,100
41,0,100
42,0,100
43,0,100
44,0,100
45,0,120
